"","WBN_GC_L_0.25","WBN_GC_H_0.25","WBN_GC_L_0.50","WBN_GC_H_0.50","WBN_GC_L_0.75","WBN_GC_H_0.75","WBN_GC_L_1.00","WBN_GC_H_1.00","WBN_EN_L_0.25","WBN_EN_H_0.25","WBN_EN_L_0.50","WBN_EN_H_0.50","WBN_EN_L_0.75","WBN_EN_H_0.75","WBN_EN_L_1.00","WBN_EN_H_1.00","WBN_LP_L_0.25","WBN_LP_H_0.25","WBN_LP_L_0.50","WBN_LP_H_0.50","WBN_LP_L_0.75","WBN_LP_H_0.75","WBN_LP_L_1.00","WBN_LP_H_1.00"
"2659",-2.3984,1.67098,-2.52589,2.35439,-2.86217,3.19581,-3.69426,4.08641,-0.761105,1.40583,-1.57472,2.26897,-2.46414,3.1836,-3.36318,4.11191,-1.01137,1.04414,-1.8633,1.94417,-2.75422,2.871,-3.65486,3.80503
"2660",-1.62601,1.2147,-1.98617,1.94618,-2.63332,2.76757,-3.37631,3.6133,-0.788187,1.3394,-1.58998,2.10448,-2.39944,2.93051,-3.21365,3.77726,-0.917841,1.28074,-1.62192,2.05176,-2.38994,2.8942,-3.18494,3.75243
"2661",-2.39866,1.41848,-2.52664,2.03304,-2.76583,2.9104,-3.47555,3.80518,-0.837159,1.29441,-1.6937,2.05808,-2.55895,2.919,-3.42854,3.80778,-0.926865,1.16848,-1.68328,2.05769,-2.51633,2.95737,-3.37308,3.86147
"2662",-1.62601,1.21995,-1.93153,2.02347,-2.64053,2.90526,-3.47749,3.80372,-0.837052,1.29299,-1.69352,2.05899,-2.55874,2.92433,-3.42832,3.81766,-0.926935,1.18065,-1.68343,2.07344,-2.51643,2.97746,-3.37309,3.88585
"2663",-1.54857,1.70161,-2.09667,2.38778,-2.85364,3.2346,-3.69024,4.13436,-0.786899,1.406,-1.62553,2.27423,-2.50791,3.19696,-3.40667,4.13462,-1.09668,1.14642,-1.88683,2.02185,-2.7727,2.94491,-3.674,3.88343
"2664",-1.44518,1.20151,-1.81565,1.90929,-2.51239,2.71334,-3.28836,3.54245,-0.796489,1.28278,-1.60139,1.99232,-2.41142,2.78376,-3.2247,3.60525,-0.918835,1.12788,-1.62385,1.9578,-2.38885,2.79705,-3.17856,3.64095
"2665",-2.39867,1.43777,-2.52658,2.00108,-2.76221,2.76144,-3.21134,3.56297,-0.77403,1.22872,-1.55941,1.87513,-2.34925,2.6395,-3.14132,3.44456,-0.828328,1.10762,-1.50576,1.91196,-2.25502,2.72979,-3.03159,3.5533
"2666",-2.39866,1.76501,-2.52651,2.40708,-2.85062,3.25947,-3.6795,4.16193,-0.78686,1.40708,-1.62515,2.276,-2.50712,3.19942,-3.40554,4.13786,-1.01046,1.1495,-1.86346,2.03149,-2.75679,2.95809,-3.66047,3.89873
"2667",-2.4004,1.69974,-2.52944,2.38052,-2.86624,3.22009,-3.69872,4.11366,-0.782289,1.39922,-1.61943,2.26194,-2.50099,3.17966,-3.39806,4.11248,-1.01631,1.1314,-1.86716,2.01128,-2.7581,2.93255,-3.6595,3.86754
"2668",-1.93746,1.50086,-2.31088,2.15319,-2.8038,2.92863,-3.58727,3.74542,-0.788211,1.40739,-1.59991,2.15315,-2.42862,2.9912,-3.26796,3.85186,-1.02734,1.12486,-1.79406,1.96535,-2.61285,2.82661,-3.44946,3.69806
"2669",-2.40111,1.29648,-2.53005,2.07098,-2.77112,2.95367,-3.50637,3.85286,-0.815992,1.30271,-1.66653,2.08898,-2.53018,2.96413,-3.39967,3.86276,-0.930476,1.1529,-1.70684,2.04135,-2.54968,2.94538,-3.41118,3.85534
"2670",-2.21791,2.1767,-2.34694,2.2993,-2.63946,2.99248,-3.47318,3.87421,-0.837779,1.30029,-1.6949,2.07779,-2.56059,2.94839,-3.43057,3.8454,-0.927427,1.16644,-1.68465,2.05974,-2.51801,2.96543,-3.37529,3.87631
"2671",-1.93868,1.25404,-2.31333,2.03676,-2.80779,2.86994,-3.37316,3.72099,-0.732625,1.40717,-1.50585,2.14737,-2.29692,2.98372,-3.09693,3.84317,-0.918007,1.27876,-1.62348,2.03969,-2.3906,2.88027,-3.18047,3.74292
"2672",-2.39866,1.28683,-2.52664,2.02744,-2.76581,2.90761,-3.47646,3.80298,-0.837171,1.29285,-1.69375,2.05617,-2.55906,2.9172,-3.42871,3.80608,-0.926894,1.16877,-1.68344,2.05821,-2.51661,2.958,-3.37346,3.86217
"2673",-2.39866,1.43813,-2.52661,2.03976,-2.7693,2.91383,-3.31401,3.81364,-0.816365,1.29198,-1.64137,2.04574,-2.46957,2.9133,-3.2993,3.81131,-0.91743,1.19112,-1.62486,2.09425,-2.39186,3.0054,-3.18285,3.91902
"2674",-2.15135,1.76389,-2.29378,2.37459,-2.85655,3.21443,-3.68271,4.10234,-0.754551,1.40489,-1.57426,2.26621,-2.46376,3.17882,-3.36274,4.10503,-1.01054,1.07154,-1.86227,1.94767,-2.75305,2.86956,-3.65357,3.80048
"2675",-2.40046,1.71775,-2.52916,2.40717,-2.85992,3.2642,-3.70531,4.17584,-0.788582,1.41141,-1.63834,2.28941,-2.52936,3.22283,-3.43483,4.17144,-1.01031,1.11973,-1.87252,2.02937,-2.77314,2.97406,-3.68359,3.9283
"2676",-1.57611,1.70012,-2.11705,2.39072,-2.86802,3.24267,-3.70104,4.14484,-0.787556,2.33907,-1.62769,2.49585,-2.51028,3.20869,-3.40917,4.14081,-1.01078,1.13931,-1.86453,2.02548,-2.75839,2.94977,-3.66257,3.88807
"2677",-1.56447,1.34477,-1.91717,1.81243,-2.51263,2.48441,-3.20737,3.247,-0.689939,1.23625,-1.42422,1.89166,-2.17457,2.63304,-2.93191,3.39938,-0.827346,1.09962,-1.46165,1.83067,-2.18527,2.59906,-2.93377,3.37656
"2678",-1.50656,2.212,-1.98285,2.56644,-2.76715,3.1542,-3.58729,3.9027,-0.794496,2.411,-1.59995,2.69877,-2.42867,3.15818,-3.26803,3.88606,-1.02735,1.1394,-1.79407,1.99475,-2.61285,2.86528,-3.44947,3.74312
"2679",-2.39866,1.72423,-2.52654,2.41306,-2.85642,3.26582,-3.70064,4.17398,-0.768841,1.41147,-1.6154,2.28982,-2.50964,3.22296,-3.41616,4.17084,-1.01145,1.08448,-1.8752,1.99687,-2.77612,2.94458,-3.68625,3.89951
"2680",-2.39867,1.43786,-2.52657,2.00289,-2.76221,2.76521,-3.21156,3.56807,-0.774032,1.24059,-1.55942,1.91874,-2.34929,2.69361,-3.14138,3.49896,-0.828641,1.10922,-1.5067,1.89468,-2.25592,2.71316,-3.03239,3.53785
"2681",-2.39867,1.28744,-2.52664,2.03768,-2.76582,2.92138,-3.47547,3.82076,-0.837163,1.29915,-1.69372,2.07378,-2.55901,2.94108,-3.42865,3.83487,-0.927426,1.16952,-1.68449,2.06141,-2.51732,2.96464,-3.37401,3.87274
"2682",-1.76346,1.52504,-2.17596,2.04586,-2.72781,2.74426,-3.35156,3.51451,-0.689796,1.27543,-1.42366,2.00177,-2.1735,2.80024,-2.93029,3.61835,-0.830518,1.28087,-1.49117,2.0339,-2.19115,2.83991,-2.93236,3.66
"2683",-1.55353,1.43757,-1.96088,2.0361,-2.70824,2.90729,-3.53648,3.80379,-0.816423,1.30751,-1.66742,2.0927,-2.53155,2.9646,-3.40156,3.8599,-0.928225,1.17793,-1.69983,2.05524,-2.54085,2.95492,-3.4019,3.8612
"2684",-1.55187,1.70117,-2.10305,2.38362,-2.85978,3.22607,-3.69461,4.1227,-0.787179,2.33464,-1.62605,2.46398,-2.50717,3.18757,-3.40434,4.12077,-1.08966,1.1542,-1.88732,2.0313,-2.77236,2.95005,-3.6721,3.88461
"2685",-2.40005,1.28654,-2.52853,1.9317,-2.76908,2.74306,-3.29127,3.57291,-0.770226,1.28689,-1.54733,2.0089,-2.32764,2.81032,-3.11419,3.63702,-0.918439,1.07289,-1.63291,1.88705,-2.40653,2.72075,-3.1993,3.56188
"2686",-1.328,1.20154,-1.90831,2.02948,-2.67695,2.91131,-3.50925,3.80728,-0.816035,1.30193,-1.66668,2.08412,-2.53043,2.95374,-3.40002,3.84665,-0.929196,1.16272,-1.70256,2.0433,-2.54417,2.94096,-3.40524,3.8448
"2687",-2.39866,1.76505,-2.5265,2.41252,-2.85864,3.27109,-3.68744,4.17788,-0.787583,2.33913,-1.6281,2.49706,-2.51142,3.21556,-3.41109,4.15018,-1.0045,1.14369,-1.86117,2.03789,-2.75659,2.96755,-3.66194,3.90987
"2688",-2.39865,1.2873,-2.52659,2.01384,-2.76927,2.89985,-3.31393,3.79923,-0.816366,1.28607,-1.64137,2.03078,-2.46958,2.89594,-3.29932,3.79186,-0.918784,1.19448,-1.62331,2.09496,-2.3873,3.00363,-3.17599,3.91461
"2689",-2.40005,1.28642,-2.52853,1.91746,-2.76908,2.72995,-3.31199,3.56569,-0.793044,1.28475,-1.59467,2.00058,-2.40174,2.79931,-3.21233,3.62815,-0.917557,1.13123,-1.62562,1.96611,-2.39268,2.81145,-3.18261,3.66191
"2690",-1.43879,1.11877,-1.97299,1.7299,-2.77408,2.54701,-3.59152,3.38709,-0.782087,1.53887,-1.56614,2.36487,-2.35092,3.20579,-3.13603,4.05206,-1.07804,1.12025,-1.89641,1.92967,-2.72521,2.74904,-3.55742,3.57521
"2691",-1.49004,1.26922,-1.97309,1.82757,-2.77407,2.56296,-3.59147,3.35623,-0.603927,1.53895,-1.30769,2.36452,-2.04755,3.20439,-2.80098,4.04892,-1.07803,1.03807,-1.89639,1.70854,-2.72519,2.48645,-3.55739,3.29995
"2692",-1.78899,1.70257,-2.22884,2.39402,-2.86473,3.24965,-3.69866,4.16103,-0.819231,1.40915,-1.65998,2.28358,-2.52971,3.21632,-3.42198,4.16621,-1.00485,1.32117,-1.86188,2.19827,-2.75747,3.12927,-3.66289,4.07578
"2693",-2.39866,1.77511,-2.52652,2.14964,-2.76111,2.74465,-3.18353,3.49983,-0.760952,1.26641,-1.53333,1.9137,-2.30957,2.63972,-3.08764,3.40589,-0.851076,0.997805,-1.5023,1.77902,-2.24181,2.57556,-3.00884,3.37705
"2694",-2.39805,1.28908,-2.5255,1.99263,-2.76523,2.8059,-3.3184,3.63753,-0.775518,1.29055,-1.56728,2.01829,-2.36814,2.82234,-3.17455,3.6517,-0.920544,1.10914,-1.64655,1.92254,-2.42766,2.75685,-3.2267,3.6004
"2695",-2.18977,2.14345,-2.31408,2.4662,-2.56847,2.92719,-3.20607,3.47729,-0.68991,1.26306,-1.42409,1.9073,-2.17431,2.64066,-2.93151,3.40439,-0.813636,1.09995,-1.45874,1.83091,-2.18477,2.59924,-2.93309,3.37666
"2696",-2.18977,2.14345,-2.31409,2.46631,-2.5686,2.928,-3.18243,3.48093,-0.696377,1.2612,-1.43629,1.89259,-2.18974,2.61445,-2.9488,3.37738,-0.847674,1.01447,-1.52892,1.71718,-2.27063,2.48587,-3.02619,3.2654
"2697",-2.08974,2.16518,-2.23328,2.48774,-2.56234,2.95848,-3.11289,3.55116,-0.754485,1.2609,-1.51548,1.89262,-2.27909,2.59526,-3.04408,3.33737,-0.812198,1.05836,-1.45289,1.82717,-2.15353,2.60735,-2.89395,3.39185
"2698",-1.93829,1.24642,-2.31255,2.01386,-2.8065,2.82899,-3.36159,3.66131,-0.71647,1.40517,-1.47695,2.1137,-2.25516,2.91891,-3.04191,3.75426,-0.917909,1.02132,-1.6275,1.85611,-2.39252,2.70756,-3.17528,3.56355
"2699",-2.21789,2.17665,-2.3469,2.29755,-2.55348,2.94266,-3.27035,3.75779,-0.786093,1.28695,-1.58774,2.00929,-2.39604,2.81588,-3.20804,3.65122,-0.917672,1.07194,-1.62932,1.90152,-2.4054,2.74907,-3.20477,3.60306
"2700",-1.626,1.16468,-1.93066,1.89643,-2.55546,2.70679,-3.31568,3.5403,-0.774628,1.29034,-1.56463,2.01667,-2.36329,2.81913,-3.16729,3.64711,-0.919114,1.11919,-1.63889,1.93594,-2.41336,2.77218,-3.20682,3.616
"2701",-1.52393,1.21209,-2.00579,2.04033,-2.73457,2.92842,-3.55986,3.83302,-0.817352,1.34661,-1.67055,2.14942,-2.53761,3.02862,-3.41091,3.93128,-0.928321,1.28961,-1.70146,2.11787,-2.54515,3.01763,-3.40936,3.93026
"2702",-1.42377,1.77498,-1.93929,2.14687,-2.75515,2.79059,-3.59414,3.65053,-0.760125,1.53917,-1.54195,2.37486,-2.34548,3.23491,-3.16761,4.10634,-1.08101,1.11151,-1.91033,1.93163,-2.75644,2.78009,-3.61005,3.64567
"2703",-2.08975,2.16524,-2.23332,2.48844,-2.56256,2.96269,-3.11329,3.5644,-0.754486,1.27435,-1.51548,1.92267,-2.27909,2.63636,-3.0441,3.38291,-0.828189,1.05817,-1.4683,1.82751,-2.15533,2.60894,-2.895,3.3952
"2704",-2.31663,1.65754,-2.56758,2.20805,-2.95199,2.89811,-3.43804,3.64517,-0.763372,1.25178,-1.52766,1.94709,-2.29229,2.72273,-3.05709,3.52126,-0.839963,1.1016,-1.51409,1.88967,-2.22032,2.68948,-2.9368,3.49705
"2705",-2.31664,1.65771,-2.56759,2.21032,-2.95199,2.90814,-3.43804,3.67225,-0.808022,1.25299,-1.61844,1.95665,-2.42973,2.75105,-3.24144,3.57712,-0.840243,1.15393,-1.5151,1.99623,-2.22189,2.84667,-2.97864,3.70027
"2706",-1.63322,1.11888,-1.97301,1.74694,-2.7742,2.53101,-3.59177,3.34437,-0.696377,1.53873,-1.43629,2.36405,-2.18974,3.20369,-2.94881,4.04804,-1.07808,1.01475,-1.89658,1.72256,-2.72555,2.50712,-3.55793,3.31814
"2707",-2.39866,1.72425,-2.52655,2.41307,-2.85626,3.26565,-3.70048,4.1735,-0.768841,1.41115,-1.61539,2.2891,-2.50963,3.22183,-3.41616,4.16932,-1.01145,1.08399,-1.8752,1.99599,-2.77612,2.9433,-3.68625,3.89784
"2708",-2.35533,1.21561,-2.61317,1.93483,-3.00117,2.75095,-3.47852,3.59009,-0.790244,1.28936,-1.59431,2.01216,-2.40505,2.81692,-3.21962,3.64957,-0.917896,1.16254,-1.6206,1.99385,-2.3843,2.83984,-3.17375,3.69105
"2709",-2.39868,1.28691,-2.52707,2.02168,-2.77328,2.90673,-3.49825,3.80499,-0.837848,1.29642,-1.69545,2.06284,-2.56184,2.92576,-3.43261,3.81638,-0.925979,1.18176,-1.68127,2.06651,-2.515,2.96744,-3.37302,3.87328
"2710",-2.39864,1.28672,-2.5265,2.02069,-2.76762,2.90171,-3.53541,3.79645,-0.815998,1.30487,-1.66666,2.08672,-2.53058,2.95519,-3.40041,3.84709,-0.92836,1.17281,-1.70074,2.04444,-2.54218,2.94039,-3.40336,3.84322
"2711",-2.15135,1.76473,-2.29382,2.40325,-2.86328,3.25432,-3.69181,4.15641,-0.786889,1.40695,-1.62548,2.27688,-2.50787,3.2013,-3.40669,4.14066,-1.01054,1.15142,-1.86411,2.0342,-2.75787,2.961,-3.66192,3.90209
"2712",-2.40045,1.76522,-2.5291,2.41134,-2.84972,3.26932,-3.6788,4.17772,-0.786281,1.40793,-1.62504,2.28082,-2.50779,3.20922,-3.40677,4.15291,-1.09664,1.11331,-1.8866,2.01964,-2.77256,2.95817,-3.67403,3.90667
"2713",-2.39866,1.77513,-2.52652,2.15292,-2.76112,2.7997,-3.35149,3.58442,-0.760952,1.28421,-1.53332,2.00833,-2.30957,2.80875,-3.08763,3.63072,-0.830549,1.28076,-1.50121,2.03425,-2.24129,2.84251,-3.00849,3.66637
"2714",-1.63409,1.44024,-1.92594,1.99342,-2.48874,2.74096,-3.25989,3.55369,-0.808022,1.23461,-1.61844,1.91699,-2.42973,2.71435,-3.24144,3.54777,-0.848078,1.15406,-1.54629,1.99662,-2.30184,2.84747,-3.07338,3.70162
"2715",-2.25134,1.74499,-2.37585,2.40386,-2.85063,3.25456,-3.67917,4.15542,-0.784704,2.33464,-1.62357,2.46469,-2.50674,3.20138,-3.40584,4.13695,-1.09664,1.13375,-1.88648,2.01718,-2.77225,2.94226,-3.67353,3.88129
"2716",-2.15118,1.76508,-2.29312,2.41303,-2.84894,3.27186,-3.67729,4.17899,-0.787535,2.33916,-1.6275,2.49743,-2.50985,3.21523,-3.4085,4.15,-1.01046,1.15052,-1.86351,2.04411,-2.75698,2.9727,-3.66086,3.91442
"2717",-2.39805,1.28897,-2.52551,1.98961,-2.76524,2.7985,-3.31901,3.6247,-0.775513,1.29077,-1.56723,2.01667,-2.36803,2.81633,-3.17437,3.64002,-0.920502,1.0721,-1.6465,1.88231,-2.4276,2.71267,-3.22661,3.55106
"2718",-1.82172,1.66989,-2.11117,2.35015,-2.86628,3.18948,-3.69846,4.07906,-0.765123,1.40701,-1.57393,2.27051,-2.46195,3.18547,-3.36013,4.11415,-1.01126,1.1115,-1.86272,1.96483,-2.753,2.88313,-3.65295,3.81498
"2719",-1.6341,2.21194,-1.92448,2.56557,-2.44004,3.14835,-3.126,3.88454,-0.794493,2.4109,-1.59764,2.6975,-2.40506,3.14187,-3.21485,3.76735,-0.842962,1.12238,-1.52552,1.95446,-2.29438,2.79909,-3.08964,3.6483
"2720",-2.39868,1.70024,-2.52665,2.38677,-2.86696,3.23493,-3.70137,4.13618,-0.786276,1.40791,-1.62468,2.27722,-2.50692,3.20102,-3.40551,4.13986,-1.00984,1.13259,-1.86299,2.02332,-2.7565,2.95436,-3.66036,3.89704
"2721",-2.25135,1.74515,-2.37591,2.40964,-2.85843,3.27105,-3.68346,4.1868,-0.819222,1.40841,-1.6598,2.28557,-2.52884,3.22236,-3.42012,4.17668,-1.01006,1.32293,-1.86353,2.2058,-2.75725,3.14261,-3.66126,4.09465
"2722",-2.39866,1.28659,-2.5266,1.95092,-2.76461,2.77206,-3.28295,3.61112,-0.78808,1.28282,-1.58848,1.9949,-2.39517,2.79216,-3.20556,3.62071,-0.91888,1.12573,-1.62413,1.95977,-2.38983,2.80561,-3.18018,3.65656
"2723",-1.63372,1.57856,-1.93083,2.14513,-2.49398,2.85004,-3.18577,3.60833,-0.696589,1.43759,-1.43691,2.14375,-2.1908,2.91258,-2.95029,3.7054,-0.847676,1.01639,-1.52902,1.73558,-2.27099,2.53305,-3.02687,3.34509
"2724",-2.3984,1.70056,-2.5259,2.38915,-2.85976,3.24026,-3.69504,4.14433,-0.78687,1.41106,-1.62531,2.28281,-2.50752,3.20907,-3.40616,4.15033,-1.03153,1.14943,-1.86536,2.03264,-2.75862,2.96168,-3.66244,3.90504
"2725",-2.39875,1.74506,-2.52682,2.40321,-2.85331,3.25328,-3.68169,4.1539,-0.782857,1.40596,-1.62232,2.27379,-2.50629,3.19633,-3.40568,4.13396,-1.08838,1.13297,-1.88406,2.01909,-2.77092,2.94624,-3.67262,3.88643
"2726",-2.39865,1.76393,-2.52649,2.37451,-2.87,3.21718,-3.69529,4.10835,-0.760999,1.40593,-1.57517,2.27013,-2.46493,3.18589,-3.36428,4.11531,-1.01063,1.04886,-1.86294,1.94956,-2.75418,2.87711,-3.65511,3.81204
"2727",-2.25135,1.74481,-2.37588,2.40013,-2.85342,3.24564,-3.68098,4.14084,-0.782227,1.40535,-1.62011,2.27017,-2.50339,3.18848,-3.40229,4.12138,-1.011,1.12606,-1.86386,2.00337,-2.75706,2.92537,-3.66059,3.86078
"2728",-2.40033,1.29897,-2.52974,2.0189,-2.79092,2.82774,-3.29144,3.65485,-0.775802,1.28757,-1.56267,2.01182,-2.35321,2.81681,-3.14584,3.64766,-0.918443,1.05385,-1.63295,1.87696,-2.40667,2.7184,-3.1996,3.56615
"2729",-1.31563,1.16014,-1.85646,1.87861,-2.55966,2.67526,-3.32947,3.4981,-0.786277,1.28915,-1.58219,2.01008,-2.38499,2.80454,-3.19246,3.62381,-0.919078,1.11867,-1.6389,1.93636,-2.41346,2.76525,-3.20736,3.60041
"2730",-2.40013,1.57874,-2.52877,2.14672,-2.77064,2.85597,-3.22282,3.62156,-0.770235,1.43756,-1.54717,2.14353,-2.32629,2.91225,-3.10639,3.70545,-0.837819,1.06094,-1.51905,1.84798,-2.23199,2.65213,-2.95311,3.46458
"2731",-2.39866,1.76495,-2.5265,2.40767,-2.8604,3.26313,-3.69221,4.17006,-0.800958,1.41185,-1.64619,2.28481,-2.52655,3.2131,-3.42425,4.15684,-1.0274,1.14839,-1.86146,2.04907,-2.75717,2.98418,-3.66292,3.93138
"2732",-2.40046,1.77517,-2.52915,2.15346,-2.76439,2.81927,-3.21169,3.62531,-0.774032,1.26799,-1.55942,1.93627,-2.34929,2.70704,-3.14138,3.51808,-0.830464,1.07372,-1.50704,1.88524,-2.25603,2.71238,-3.03244,3.54541
"2733",-1.30234,1.20241,-1.88386,1.92595,-2.67745,2.75966,-3.49207,3.61612,-0.781777,1.53615,-1.57764,2.36037,-2.38148,3.20223,-3.19061,4.05231,-1.0767,1.0868,-1.89274,1.91502,-2.71978,2.76389,-3.55094,3.62272
"2734",-2.08976,2.1653,-2.23335,2.48944,-2.76416,2.97618,-3.58231,3.68345,-0.782409,1.36423,-1.59444,2.1426,-2.42485,2.97954,-3.26595,3.83734,-1.02748,1.09669,-1.79575,1.93513,-2.61717,2.79567,-3.45649,3.66553
"2735",-2.25133,1.74565,-2.37583,2.38797,-2.84761,3.20824,-3.66015,4.08133,-0.702201,1.40229,-1.55422,2.25569,-2.43651,3.15899,-3.32842,4.07552,-1.01009,1.01522,-1.85655,1.90599,-2.74086,2.82092,-3.63465,3.74281
"2736",-2.31664,1.77526,-2.56759,2.21598,-2.952,2.90755,-3.43806,3.65943,-0.754485,1.27275,-1.51548,1.96675,-2.27909,2.74496,-3.04408,3.54736,-0.839965,1.05937,-1.51405,1.84676,-2.22029,2.65533,-2.9372,3.47143
"2737",-1.63462,0.888946,-1.9293,1.71689,-2.49223,2.55503,-3.2617,3.39559,-0.808037,1.10738,-1.6185,1.74659,-2.42986,2.56598,-3.24165,3.40291,-0.609704,1.15006,-1.37285,1.98387,-2.17228,2.82325,-2.97922,3.66437
"2738",-1.93786,1.29786,-2.31169,2.10082,-2.80549,2.97387,-3.49593,3.86948,-0.81463,1.40858,-1.66281,2.16065,-2.52426,3.02927,-3.3917,3.92677,-0.93045,1.14271,-1.70531,2.02607,-2.54592,2.92942,-3.40528,3.84039
"2739",-2.18979,2.21231,-2.31415,2.56519,-2.56875,3.12661,-3.03919,3.82523,-0.790684,2.41081,-1.58568,2.69646,-2.38306,3.13308,-3.1819,3.72629,-0.83887,1.10517,-1.46328,1.91973,-2.22046,2.74279,-3.00665,3.5695
"2740",-2.39837,1.28747,-2.52626,1.97156,-2.7678,2.79153,-3.3035,3.62734,-0.783059,1.28627,-1.58085,2.00588,-2.38596,2.80697,-3.19528,3.63575,-0.918156,1.08454,-1.63071,1.90808,-2.40437,2.74851,-3.20003,3.59541
"2741",-1.93787,1.29179,-2.31168,2.04965,-2.8052,2.85577,-3.36086,3.68235,-0.690684,1.4064,-1.44051,2.12411,-2.21545,2.93541,-3.00126,3.7733,-0.920071,0.994731,-1.64223,1.83023,-2.41428,2.68155,-3.20067,3.53718
"2742",-1.56552,1.67019,-2.11933,2.34704,-2.87656,3.17976,-3.71024,4.06264,-0.713163,1.40654,-1.57481,2.26595,-2.46562,3.17578,-3.3658,4.09897,-1.00441,1.06988,-1.85958,1.93632,-2.7523,2.85681,-3.65436,3.78514
"2743",-2.15116,1.76527,-2.29303,2.39519,-2.83108,3.21989,-3.64605,4.09712,-0.762064,1.40317,-1.55596,2.2581,-2.43647,3.16349,-3.32798,4.0824,-1.01002,1.09953,-1.85598,1.94119,-2.73993,2.84848,-3.63342,3.77008
"2744",-2.2179,2.17668,-2.34692,2.29865,-2.63785,2.99084,-3.47289,3.8738,-0.837891,1.2943,-1.69536,2.06486,-2.56153,2.93491,-3.43203,3.83246,-0.926937,1.17056,-1.68428,2.06672,-2.51881,2.97421,-3.37697,3.88626
"2745",-2.39866,1.76505,-2.52651,2.40912,-2.8561,3.26733,-3.68756,4.17739,-0.800931,1.41517,-1.64588,2.29155,-2.5256,3.22344,-3.42251,4.17079,-1.03161,1.14925,-1.86519,2.05243,-2.7588,2.9906,-3.66318,3.94104
"2746",-1.4475,2.21157,-1.7246,2.55971,-2.26673,3.11564,-3.03915,3.81097,-0.790683,2.41064,-1.58568,2.69517,-2.38305,3.12728,-3.1819,3.71086,-0.838867,1.10443,-1.46326,1.91736,-2.22045,2.7383,-3.00664,3.56264
"2747",-1.4238,1.77483,-1.78302,2.14333,-2.31625,2.67898,-3.01886,3.35402,-0.754486,1.26058,-1.51548,1.89151,-2.27909,2.59258,-3.0441,3.3328,-0.830409,1.05239,-1.49095,1.81508,-2.19762,2.59082,-2.93406,3.37193
"2748",-1.56195,1.71554,-2.10285,2.37369,-2.84621,3.18694,-3.66916,4.05641,-0.702121,1.40297,-1.55454,2.2546,-2.43743,3.15575,-3.32999,4.07009,-1.00429,1.01149,-1.8539,1.90184,-2.73977,2.81521,-3.63469,3.73525
"2749",-2.39866,1.7752,-2.52652,2.16681,-2.76112,2.85849,-3.22772,3.63243,-0.760952,1.28644,-1.53332,2.01055,-2.30957,2.80179,-3.08763,3.61192,-0.93014,0.999501,-1.67484,1.78763,-2.44832,2.59613,-3.2286,3.41343
"2750",-2.32501,1.25846,-2.57502,1.99853,-2.94811,2.79704,-3.40627,3.61317,-0.719037,1.28387,-1.47407,1.99942,-2.24763,2.79487,-3.03031,3.61515,-0.918848,1.06333,-1.62276,1.88176,-2.38129,2.71223,-3.15841,3.54749
"2751",-1.79893,1.70018,-2.10849,2.38406,-2.86508,3.2274,-3.70108,4.12392,-0.782232,1.41087,-1.62026,2.27942,-2.50383,3.20124,-3.40303,4.13759,-1.03151,1.13031,-1.86456,2.01046,-2.75762,2.93581,-3.66131,3.87449
"2752",-1.37321,1.20278,-1.81844,1.91351,-2.51629,2.72175,-3.29764,3.55579,-0.798657,1.28359,-1.60487,1.99748,-2.41592,2.79578,-3.23009,3.62429,-0.91888,1.13635,-1.62392,1.97191,-2.38877,2.81639,-3.17833,3.66559
"2753",-2.40033,1.43889,-2.52981,2.08815,-2.79102,2.96534,-3.51012,3.86691,-0.81629,1.306,-1.66679,2.09684,-2.53021,2.97704,-3.39941,3.88074,-0.929178,1.16145,-1.70222,2.05569,-2.54345,2.96506,-3.40413,3.8802
"2754",-1.49587,1.57862,-1.98283,2.14668,-2.76714,2.86126,-3.58728,3.65133,-0.788223,1.43837,-1.59995,2.16518,-2.42867,2.9902,-3.26803,3.8434,-1.02734,1.12297,-1.79406,1.95817,-2.61285,2.81241,-3.44947,3.67663
"2755",-1.93747,1.77517,-2.31089,2.17981,-2.80381,2.9444,-3.58231,3.76954,-0.78241,1.4086,-1.59445,2.15912,-2.42485,3.00132,-3.26596,3.8661,-1.02748,1.09027,-1.79575,1.93265,-2.61717,2.80045,-3.45649,3.67792
"2756",-1.93786,1.29326,-2.31169,2.05623,-2.8052,2.86917,-3.36092,3.70334,-0.690702,1.40757,-1.44075,2.13402,-2.21616,2.95576,-3.00257,3.80313,-0.922416,0.99743,-1.65569,1.83861,-2.42632,2.69672,-3.21072,3.55969
"2757",-1.47621,1.41848,-1.88372,2.0351,-2.6775,2.91801,-3.49524,3.81977,-0.83715,1.53655,-1.69372,2.36215,-2.55906,3.20795,-3.42878,4.06684,-1.0767,1.16883,-1.89272,2.06081,-2.71972,2.9649,-3.55082,3.87446
"2758",-2.25135,1.74486,-2.37589,2.40106,-2.85338,3.24809,-3.68094,4.14492,-0.786862,1.40574,-1.62511,2.27128,-2.50701,3.19055,-3.40538,4.12452,-1.011,1.14548,-1.86388,2.01803,-2.75714,2.93789,-3.66076,3.87306
